"uriAudiencia","codigoAudiencia","observaciones","descripcion","materia","anio","trimestre"
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab0014231071","ab0014231071","Asunto: Propuesta Solución Tecnológica Emergencia COVID-19 Estimad@: Junto con saludar y esperando que se encuentre bien, escribo de parte de un equipo que busca crear una aplicación para ayudar a las autoridades a recabar información sobre el tránsito de gente en las calles y el nivel de riesgo de contagio de áreas específicas de manera más completa y actualizada, además de ofrecer a los usuarios la posibilidad de evitar áreas de riesgo y contacto con más gente, para así disminuir el riesgo de contagio por parte de la ciudadanía. Todo esto se logrará a través de tecnología GPS y análisis de datos adecuado. Específicamente atacaremos los siguientes temas: Entregar a las autoridades información más completa y actualizada sobre el tráfico de gente en las calles en forma estadística, y calcular riesgos en base a factores como la densidad de tráfico y poblacional. Detectar áreas de riesgo estratégicas para tomar las medidas preventivas. Generación de información para gestionar la cantidad de salvoconductos que se entregan por área. Acciones específicas que podrá implementar la autoridad: Regular la cantidad de salvoconductos que se entregan para así poder regular la cantidad de gente que circula por las calles y la densidad de las áreas por las que se transita. Establecer puntos estratégicos donde situar los cordones sanitarios. Tomar medidas de cuarentena u otras pertinentes por comunas o áreas específicas con información completa y actualizada. Beneficios específicos para las empresas: Permitirá detectar empleados con mayor riesgo de estar contagiados para así moverlos a trabajo remoto y prevenir el contagio de una gran parte del personal para poder seguir operando. Detectar áreas del lugar de trabajo con mayor probabilidad de estar contaminadas para ser sanitizadas. Y del lado de los usuarios ofreceremos: Información sobre el riesgo que implica transitar ciertas áreas y recomendarle lugares alternativos para cumpir sus objetivos, como una especie de Waze para el riesgo de contagio. Esto permitirá balancear el riesgo en distintas zonas. Comunicar a los usuarios que transitaron por un área de alto riesgo y recomendar aislamiento social en tal caso. Anonimato y posibilidad de elegir la cantidad de información que se comparte con los demás usuarios, no así con las autoridades. Nuestro principal objetivo es ayudar al país a gestionar y controlar de forma más eficiente y eficaz la emergencia COVID-19 a través de una plataforma de alto impacto, con el fin último de salvar más vidas. El equipo se conforma de tres estudiantes universitarios, dos de ingeniería comercial e ingeniería en diseño de la Universidad Adolfo Ibáñez y uno de ingeniería civil en informática de la Universidad Católica, todos preparados para llevar a cabo este proyecto de manera rápida y competente, trabajando palmo a palmo con las autoridades correspondientes y un equipo de programación. Agradeciendo de antemano la positiva acogida y apoyo que puedan brindar a esta iniciativa. Saludos, Carlos Lucero Rodríguez","Se envía cita de videoconferencia por email. Se realiza videoconferencia día Lunes 13 de abril a las 15.30 horas. Compromiso: solicitantes enviarán propuesta con más detalles de aplicación y modelo de negocio","Celebración, modificación o terminación a cualquier título, de contratos que realicen los sujetos pasivos y que sean necesarios para su funcionamiento. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab0014234711","ab0014234711","Infraestructura TI, seguridad/ciberseguridad, comunicaciones, soluciones ti --------------- Reunión sostenida por zoom con los Señores Marco Leyton y Christian Leyton Hubo presentación de ejecutivos, de la empresa y de productos de la empresa. Hubo explicación del funcionamiento de los servicios del Ministerio","Sen enviará enlace de videoconferencia por email","Celebración, modificación o terminación a cualquier título, de contratos que realicen los sujetos pasivos y que sean necesarios para su funcionamiento. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab0204236421","ab0204236421","A mediados del año pasado la gobernación se comprometió a colaborar con la mitad de 1 media agua para don sergio hernandez domiciliado en panamericana sur km 225 , se realizaron los tramites como llevar la ficha de situación social. y en septiembre la gobernación dijo que no habían recursos pero que a principio de año podríamos retomar la ayuda con la municipalidad ya que los recursos de la municipalidad están listos. - Respuesta pendiente caso social Gobernación de Talca.","link para videoconferencia. https://us04web.zoom.us/j/76220728895","Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab0214235301","ab0214235301","Estimado Intendente, el motivo de mi solicitud es porque hace varios meses que llevamos trabajando en conjunto con un proyecto de nuestra Fundacion Deportistas por un Sueño, desde que estaba la intendenta anterior, el cual ya estamos ok con el gobierno regional para presentarlo pero queremos exponerlo a usted y contar con su aprobación. La fundación deportistas por un sueño, apadrina a niños con enfermedades catastróficas y terminales reconocidos por la ONU el cual presentaremos el proyecto de la construcción de la primera sede de nuestra institución, el cual el terreno que construiremos fue entregado por el Ministerio de Bienes Nacionales. Esperamos con urgencia poder reunirnos con usted.","Videollamada.","Celebración, modificación o terminación a cualquier título, de contratos que realicen los sujetos pasivos y que sean necesarios para su funcionamiento. -  Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos -  Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos. -  Elaboración, tramitación, aprobación, modificación, derogación o rechazo de acuerdos, declaraciones o decisiones del Congreso Nacional o sus miembros incluidas sus comisiones. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ad0064238561","ad0064238561","Se abordo sobre proyecto de mejora continua para la reserva del ejército, conforme antecedentes que expuso el solicitante, en su calidad de personal que forma parte de la reserva en el Ejército.","Av Tupper N° 1725","Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ad0074231411","ad0074231411","Presentación del Proyecto de Cable de Fibra Óptica SPSC","Av. Errázuriz 537,","Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ad0084232011","ad0084232011","CON FECHA 15 DE ABR 2020 SE REALIZÓ UNA VIDEO CONFERENCIA CON JOHN AHLRICHS REPRESENTANTE DE LA EMPRESA NTTDATA. DURANTE LA VIDEOCONFERENCIA EL SR. AHLRICHS PRESENTÓ AL SR. DIRECTOR DEL SERVICIO UN PRODUCTO QUE CONSISTIÓ EN UN DEM (MODELO DIGITAL DE ELEVACIÓN) DE COBERTURA NACIONAL Y DE CUALQUIER LUGAR DE INTERÉS CON 2.5 y 5 MTS DE RESOLUCIÓN. EL EXPOSITOR ENTREGA ADEMÁS UNA SERIE DE INFORMACIÓN TÉCNICA SOBRE LAS CAPACIDADES DEL PRODUCTO.","Video conferencia Sala de Reuniones SAF Video Conference SAF meeting room","Celebración, modificación o terminación a cualquier título, de contratos que realicen los sujetos pasivos y que sean necesarios para su funcionamiento. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ae0014233451","ae0014233451","DECRETO DEL MINISTERIO DE HACIENDA DE ZONAS O TERRITORIOS AFECTADOS POR ACTO O DECLARACIÓN DE AUTORIDAD Y LAS ACTIVIDADES O ESTABLECIMIENTOS EXCEPTUADOS DE LA PARALIZACIÓN DE ACTIVIDADES, PARA EFECTOS DE ACCEDER A LAS PRESTACIONES A QUE SE REFIEREN LOS ARTÍCULOS 1 Y 2 DE LA LEY N° 21.227","Teatinos 120 p.12","Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ae0094231041","ae0094231041","Tratar sobre la denuncia 20190830133227, de fecha 30 de agosto de 2019.","Plataforma Zoom. Acompañaron al Fiscal Montes el Equipo Unidad de Investigación.","Elaboración, tramitación, aprobación, modificación, derogación o rechazo de acuerdos, declaraciones o decisiones del Congreso Nacional o sus miembros incluidas sus comisiones. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ae0094231621","ae0094231621","Medidas de flexibilidad para abordar la Crisis Sanitaria","CMF por sistema Zoom","Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ah0014236901","ah0014236901","Comentar la implementación del protocolo del comercio para posible reapertura en el contexto de la pandemia provocada por el COVID-19 y explorar nuevos espacios de colaboración público privada.","VIDEOCONFERENCIA","Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ah0014236911","ah0014236911","Proyecto GTD-Prat. Cable subterráneo","videoconferencia","Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ah0014236931","ah0014236931","Somos la Asociación Gremial de Industrias proveedoras AGIP y solicitamos poder reunirnos con el señor Ministros Lucas Palacios a conversar sobre temas que preocupan al gremio.","Videoconferencia","Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ah0024230861","ah0024230861","En la reunión se resolvieron consultas respecto al estado de tramitación de las propuesta de áreas de colecta de semillas para la zona de Cochamó y Puerto Montt.","No aplica","Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ah0024239111","ah0024239111","Se analiza junto con el jefe de la División de Acuicultura la interpretación y vencimiento del plazo de la moratoria establecida en el artículo 2° de la ley Nº 20.434, que modifica la Ley General de Pesca y Acuicultura, relativo a la suspensión del ingreso de solicitudes de Acuicultura nuevas solicitudes de concesión de acuicultura en las regiones que indica.","por sistema Zoom","Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ah0104233311","ah0104233311","Se realiza reunión por videoconferencia, donde se acuerda revisar presentación de propuesta para analizar temáticas relativas a Global Fishing Watch y evaluar conjuntamente los próximos pasos en nuestras relaciones de cooperación institucional.","Servicio Nacional de Pesca y Acuicultura","Celebración, modificación o terminación a cualquier título, de contratos que realicen los sujetos pasivos y que sean necesarios para su funcionamiento. -  Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ai0084230141","ai0084230141","No se realiza la reunión. Se envió correo electrónico al solicitante desde Elige Vivir Sano, señalando la necesidad de hacer la reunión por videoconferencia, debido a la situación sanitaria. Sin embargo dicho correo no tuvo respuesta.","Vía Zoom","Celebración, modificación o terminación a cualquier título, de contratos que realicen los sujetos pasivos y que sean necesarios para su funcionamiento. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ak0014240241","ak0014240241","SOLICITO RECONSIDERAR MALAS ACCIONES JUDICIALES EN RANCAGUA Y APOYO DEL FISCAL REGIONAL CON MEDIDAS DE PROTECCION.","Of. Seremi Calle Cuevas N° 0115, esquina Hno. Claudio","Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ak0014240251","ak0014240251","Por rechazo de beneficio del D.L. 409 sobre eliminación de antecedentes de hijo D. Nicolás Williams Hernández Gutiérrez","Oficina Seremi de Justicia y DD.HH. Calle Cuevas N° 00115","Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ak0064238261","ak0064238261","NOS PRESENTAMOS, SOMOS DIRIGENTES PROVINCIALES DE ANFUP. SE RECEPCIONARON BOTAS AL PERSONAL, PERO LLEGARON A FUNCIONARIOS DE PUESTOS ESPECIALES. OTRO PUNTO ES QUE EN CIP CRC NOS SACAN MUCHO PERSONAL DE GARITA A CUBRIR OTRAS UNIDADES. TENEMOS UN CASO DE UN FUNCIONARIO GENDARME GUSTAVO SOLIS, LA HIJA TIENE UNA ENFERMEDAD Y LA PAREJA LO DEJO SOLO CON LA HIJA. EN CCP DE TALCA HUBO UN ALTERCADO EN SALA DE ARMAS, UN FUNCIONARIO LE PROPINO UN GOLPE A OTRO SARGENTO PRIMERO JOSE MORENO AGUERO A UNO SE SANCIONO Y AL OTRO NO. LE EXPONGO EL CASO DEL CABO BARTOLOME VERDUGO UN COMETIDO FUNCIONAL A CONSTITUCION. HACER PRESENTE QUE TUVIMOS UN PROBLEMADE FILTRACION DE INFORMACIPON CON LA SARGENTO SEGUNDO ANDREA AGUILA HICE UN RECLAMO Y NO QUEDO EN NADA.","OFICINA DIRECTOR REGIONAL DEL MAULE","Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ak0064238281","ak0064238281","NOS PRESENTAMOS COMO PROVINCIAL DE TALCA, ADEMAS SOY DIRIGENTE NACIONAL, ESPERAMOS SOLUCIONAR PROBLEMATICS Y AYUDAR EN SU ADMINISTRACION. CANTO EN USEP TENEMOS PESIMAS INSTALACIONES MUCHO HACINAMIENTO. EN TRIBUNALES, EL ADMINISTRADOR NO NOS TOMA EN CONSIDERACION, SON PESIMAS LAS CONDICIONES LABORALES. EN CCP DE TALCA, TENEMOS PROBLEMAS DE ESPACIO EN LAS OFICINAS. EN CET NO TENEMOS PARAMEDICO PARA CONTROLAR LOS CRONICOS.","OFICINA DIRECTOR REGIONAL DEL MAULE","Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ak0064241101","ak0064241101","CONSULTAR POR SANITIZADORES SOLICITAR QUE EL FUNCIONARIO WILLY LOPEZ CASTILLO VUELCA A CAUQUENES POR QUE ESTA EN EL CPF DE TALCA SOLICITAR APOYO A LA USEP DE CAUQUENES PARA LAS SALIDAS A HOSPITALES. SOLICITAR UN PIQUETE DE LA USEP FIJA EN LA UNIDAD PENAL EN CASO DE CONFLICTO SOLICITAR UTILIZAR CASA FISCAL EN CAUQUENES PARA DESPONERLA PARA CUARENTENA ANTE EVENTUALES FUNCIONARIOS CONTAGIADOS.","OFICINA DIRECTOR REGIONAL DEL MAULE","Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ak0064241111","ak0064241111","SOBRE FUNCIONARIA QUE SE LE TERMINA POSNATAL Y NO TIENE CON QUIEN DEJAR SUS 2 HIJOS UNO DE 5 MESES, ES DE LA UNIDAD DE MOLINA.","OFICINA DIRECTOR REGIONAL DEL MAULE","Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ak0064241121","ak0064241121","SOLICITA MALLA PARA ANTES AEREOS PELOTASOS MODULO 3 CANCHA DE POBLACION PENAL CCP TALCA. FACTIBILIDAD DE RETIDO DE PERSONA A LAS 16:30 HORAS POR MOTIVO DE CIERRE DE LOCALES COMERCIALES. SOLICITUD DE DEPENDENCIAS PARA PERSONAL HORA DE ALMUERZO. SOLICITA PROBLEMATICA SOBRE FRANQUIA QUE SE LE DEBE AL CABO PRIMERO MIGUEL GAITAN AVILA, SEA DEVUELTO A SU UNIDAD DE ORIGEN SOBRE ENTREGA DE BOTAS PARA LOS FUNCIONARIOS, PARA ALGUNOS Y NO PARA OTROS. SE CONSULTA SOBRE PROTECCION FACIAL PARA LOS FUNCIONARIOS. SE CONSULTA SOBRE 02 INTERNOS QUE ARROJARON NEGATIVO COVID 19 SE SE PUEDE SOLICITAR UN NUEVO EXAMEN. SE CONSULTA SOBRE FUNCIONARIO QUE ES DE DOTACION DE RANCAGUA Y PUEDA SEGUIR Y SI EXISTE LA POSIBILIDAD CAMBIO CON OTRA FUNCIONARIA.","OFICINA DIRECTOR REGIONAL","Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/al0034231791","al0034231791","Presentación de la Empresa de mascarillas que se pueden lavar para ser reutilizables, con diferentes modelos innovadores para el marcado.","Agustinas 1253, piso 6, oficina 606","Celebración, modificación o terminación a cualquier título, de contratos que realicen los sujetos pasivos y que sean necesarios para su funcionamiento. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/al0034231851","al0034231851","Se Presenta la Empresa ofreciendo un sistema de desarrollo de soluciones digitales en teletrabajo basándose en clave única como elemento de autentificación, tienen experiencia consolidada y personal calificado para poder instalar este sistema cuando la Empresa lo requiera., indican además que se encuentran en convenio marco.","Oficina Jefe Dpto. Administración y Finanzas","Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/am0144240621","am0144240621","Observaciones estudio de demanda y evaluación social iniciativa privada 413.","Webex.","Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ao0014228441","ao0014228441","Lo que nosotros queremos presentar es una aplicacion movil que permite monitorear la trazabilidad del COVID-19 mediante GPS para detectar casos confirmados y casos sospechos con el fin de controlar la expansion del virus. Considerando que el numero de personas confirmados sigue aumentando, nosotros creemos que esto seria una buena solucion para monitorear el virus, prevenir el cierre de todos los locales del pais y prevenir la saturacion en los hospitales.","Huérfanos 670 piso 18","Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos. - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ao0054235961","ao0054235961","Importación de jabón de mano, para uso personal, que fue rechazado por ISP USUARIO ES ATENDIDO POR Q.F. CARLOS BRAVO MEDIANTE VIDEOLLAMADA. SE RESUELVE SUS DUDAS Y SE INSTRUYE COMO SEGUIR.","5° piso ANAMED","Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos - ",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ao0074232381","ao0074232381","Ver tema de Resolución para la cancelación de facturas de la compañía","curicó 345. subdirecciona dministrativa","Celebración, modificación o terminación a cualquier título, de contratos que realicen los sujetos pasivos y que sean necesarios para su funcionamiento. - ",2020,2
