idProceso;Nombre Proceso;IDInstitucion;Nombre Institucion;FechaNotificacion;Puntaje
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"d1573745-a109-e211-b576-00155d01e500";"CORPORACIÓN DE FOMENTO DE LA PRODUCCIÓN (CORFO)";26-10-2010;0,950200
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"4b593745-a109-e211-b576-00155d01e500";"CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA (CONADI)";21-10-2010;0,696100
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"91583745-a109-e211-b576-00155d01e500";"CORPORACIÓN NACIONAL FORESTAL (CONAF)";22-10-2010;0,845000
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"69583745-a109-e211-b576-00155d01e500";"DEFENSA CIVIL DE CHILE";22-10-2010;0,745500
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"37583745-a109-e211-b576-00155d01e500";"DEFENSORIA PENAL PÚBLICA";21-10-2010;0,964600
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"43583745-a109-e211-b576-00155d01e500";"DIRECCIÓN ADMINISTRATIVA DEL MINISTERIO DE DEFENSA NACIONAL";22-10-2010;0,936400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"7f583745-a109-e211-b576-00155d01e500";"DIRECCIÓN DE AEROPUERTOS DEL MINISTERIO DE OBRAS PÚBLICAS";26-10-2010;0,931000
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"75583745-a109-e211-b576-00155d01e500";"DIRECCIÓN DE ARQUITECTURA DEL MINISTERIO DE OBRAS PÚBLICAS";26-10-2010;0,955700
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"fb573745-a109-e211-b576-00155d01e500";"DIRECCIÓN DE BIBLIOTECAS, ARCHIVOS Y MUSEOS (DIBAM)";28-10-2010;0,980300
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"f3573745-a109-e211-b576-00155d01e500";"DIRECCIÓN DE COMPRAS Y CONTRATACIÓN PÚBLICA (CHILECOMPRAS)";21-10-2010;0,979000
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"71583745-a109-e211-b576-00155d01e500";"DIRECCIÓN DE CONTABILIDAD Y FINANZAS DEL MINISTERIO DE OBRAS PÚBLICAS";26-10-2010;0,964100
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"77583745-a109-e211-b576-00155d01e500";"DIRECCIÓN DE OBRAS HIDRÁULICAS DEL MINISTERIO DE OBRAS PÚBLICAS";26-10-2010;0,963900
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"7b583745-a109-e211-b576-00155d01e500";"DIRECCIÓN DE OBRAS PORTUARIAS DEL MINISTERIO DE OBRAS PÚBLICAS";26-10-2010;0,897600
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"7d583745-a109-e211-b576-00155d01e500";"DIRECCIÓN DE PLANEAMIENTO DEL MINISTERIO DE OBRAS PÚBLICAS";26-10-2010;0,982100
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"e1573745-a109-e211-b576-00155d01e500";"DIRECCION DE PRESUPUESTOS (DIPRES)";21-10-2010;0,960800
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"67583745-a109-e211-b576-00155d01e500";"DIRECCIÓN DE PREVISIÓN DE CARABINEROS DE CHILE (DIPRECA)";22-10-2010;0,946400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"79583745-a109-e211-b576-00155d01e500";"DIRECCIÓN DE VIALIDAD DEL MINISTERIO DE OBRAS PÚBLICAS";26-10-2010;0,907800
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"a9583745-a109-e211-b576-00155d01e500";"DIRECCIÓN DEL TRABAJO";28-10-2010;0,813700
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"61583745-a109-e211-b576-00155d01e500";"DIRECCIÓN GENERAL DE AERONAÚTICA CIVIL";22-10-2010;0,991700
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"81583745-a109-e211-b576-00155d01e500";"DIRECCIÓN GENERAL DE AGUAS (DGA)";26-10-2010;0,932200
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"ab583745-a109-e211-b576-00155d01e500";"DIRECCIÓN GENERAL DE CRÉDITO PRENDARIO";28-10-2010;0,981300
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"63583745-a109-e211-b576-00155d01e500";"DIRECCIÓN GENERAL DE MOVILIZACIÓN NACIONAL";22-10-2010;0,948700
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"6f583745-a109-e211-b576-00155d01e500";"DIRECCIÓN GENERAL DE OBRAS PÚBLICAS DEL MINISTERIO DE OBRAS PÚBLICAS";26-10-2010;0,909500
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"bd573745-a109-e211-b576-00155d01e500";"DIRECCIÓN GENERAL DE RELACIONES ECONÓMICAS INTERNACIONALES (DIRECON)";21-10-2010;0,964800
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"5d583745-a109-e211-b576-00155d01e500";"DIRECCIÓN GENERAL DEL TERRITORIO MARÍTIMO Y DE MARINA MERCANTE (DIRECTEMAR)";22-10-2010;0,856800
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"bf573745-a109-e211-b576-00155d01e500";"DIRECCIÓN NACIONAL DE FRONTERAS Y LIMITES (DIFROL)";21-10-2010;0,984500
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"f1573745-a109-e211-b576-00155d01e500";"DIRECCIÓN NACIONAL DEL SERVICIO CIVIL";21-10-2010;0,888200
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"4f583745-a109-e211-b576-00155d01e500";"EJÉRCITO DE CHILE";26-10-2010;0,902800
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"73583745-a109-e211-b576-00155d01e500";"FISCALÍA DEL MINISTERIO DE OBRAS PÚBLICAS";26-10-2010;0,968200
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"d5573745-a109-e211-b576-00155d01e500";"FISCALÍA NACIONAL ECONÓMICA (FNE)";26-10-2010;0,963900
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"4d593745-a109-e211-b576-00155d01e500";"FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS)";29-10-2010;0,736800
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"bd583745-a109-e211-b576-00155d01e500";"FONDO NACIONAL DE SALUD (FONASA)";21-10-2010;0,928000
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"53583745-a109-e211-b576-00155d01e500";"FUERZA AÉREA DE CHILE";25-10-2010;0,992700
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"2f583745-a109-e211-b576-00155d01e500";"GENDARMERÍA DE CHILE";21-10-2010;0,940400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"c5583745-a109-e211-b576-00155d01e500";"HOSPITAL PADRE ALBERTO HURTADO";25-10-2010;0,760900
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"c1573745-a109-e211-b576-00155d01e500";"INSTITUTO ANTÁRTICO CHILENO (INACH)";21-10-2010;0,969400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"8d583745-a109-e211-b576-00155d01e500";"INSTITUTO DE DESARROLLO AGROPECUARIO (INDAP)";21-10-2010;0,921600
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"b5583745-a109-e211-b576-00155d01e500";"INSTITUTO DE PREVISIÓN SOCIAL (IPS)";28-10-2010;0,919800
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"bf583745-a109-e211-b576-00155d01e500";"INSTITUTO DE SALUD PÚBLICA DE CHILE (ISP)";21-10-2010;0,908500
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"af583745-a109-e211-b576-00155d01e500";"INSTITUTO DE SEGURIDAD LABORAL (ISL)";28-10-2010;0,875800
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"59583745-a109-e211-b576-00155d01e500";"INSTITUTO GEOGRÁFICO MILITAR";25-10-2010;0,849200
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"41593745-a109-e211-b576-00155d01e500";"INSTITUTO NACIONAL DE DEPORTES (CHILEDEPORTES)";26-10-2010;0,807400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"d3573745-a109-e211-b576-00155d01e500";"INSTITUTO NACIONAL DE ESTADÍSTICAS (INE)";26-10-2010;0,978400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"85583745-a109-e211-b576-00155d01e500";"INSTITUTO NACIONAL DE HIDRÁULICA";26-10-2010;0,921100
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"47593745-a109-e211-b576-00155d01e500";"INSTITUTO NACIONAL DE LA JUVENTUD";21-10-2010;0,790600
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"d9573745-a109-e211-b576-00155d01e500";"INSTITUTO NACIONAL DE PROPIEDAD INDUSTRIAL (INAPI)";28-10-2010;0,992900
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"39593745-a109-e211-b576-00155d01e500";"JUNTA DE AERONÁUTICA CIVIL (JAC)";28-10-2010;0,991700
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"01583745-a109-e211-b576-00155d01e500";"JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECAS (JUNAEB)";29-10-2010;0,905500
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"03583745-a109-e211-b576-00155d01e500";"JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)";29-10-2010;0,966500
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"8b583745-a109-e211-b576-00155d01e500";"OFICINA DE ESTUDIOS Y POLÍTICAS AGRARIAS (ODEPA)";21-10-2010;0,982500
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"b3573745-a109-e211-b576-00155d01e500";"OFICINA NACIONAL DE EMERGENCIA (ONEMI)";26-10-2010;0,903900
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"13593745-a109-e211-b576-00155d01e500";"PARQUE METROPOLITANO";26-10-2010;0,752600
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"57583745-a109-e211-b576-00155d01e500";"POLICÍA DE INVESTIGACIONES DE CHILE";22-10-2010;0,992200
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"5f583745-a109-e211-b576-00155d01e500";"SERVICIO AEROFOTOGRAMÉTRICO DEL GRAL. JUAN SOLER MANFREDINI";22-10-2010;0,992900
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"8f583745-a109-e211-b576-00155d01e500";"SERVICIO AGRÍCOLA Y GANADERO (SAG)";21-10-2010;0,916400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"ed573745-a109-e211-b576-00155d01e500";"SERVICIO DE IMPUESTOS INTERNOS (SII)";21-10-2010;0,949300
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"b1573745-a109-e211-b576-00155d01e500";"SERVICIO ELECTORAL (SERVEL)";26-10-2010;0,907400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"5b583745-a109-e211-b576-00155d01e500";"SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE";22-10-2010;0,920200
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"31583745-a109-e211-b576-00155d01e500";"SERVICIO MÉDICO LEGAL (SML)";21-10-2010;0,992500
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"eb573745-a109-e211-b576-00155d01e500";"SERVICIO NACIONAL DE ADUANAS";21-10-2010;0,842600
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"ad583745-a109-e211-b576-00155d01e500";"SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO (SENCE)";28-10-2010;0,972400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"0d593745-a109-e211-b576-00155d01e500";"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA (SERNAGEOMIN)";26-10-2010;0,791500
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"49593745-a109-e211-b576-00155d01e500";"SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)";21-10-2010;0,963400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"a1573745-a109-e211-b576-00155d01e500";"SERVICIO NACIONAL DE LA MUJER (SERNAM)";26-10-2010;0,865600
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"33583745-a109-e211-b576-00155d01e500";"SERVICIO NACIONAL DE MENORES (SENAME)";21-10-2010;0,847600
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"cb573745-a109-e211-b576-00155d01e500";"SERVICIO NACIONAL DE PESCA (SERNAPESCA)";26-10-2010;0,905400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"d7573745-a109-e211-b576-00155d01e500";"SERVICIO NACIONAL DE TURISMO (SERNATUR)";26-10-2010;0,936100
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"51593745-a109-e211-b576-00155d01e500";"SERVICIO NACIONAL DEL ADULTO MAYOR (SENAMA)";26-10-2010;0,863900
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"cd573745-a109-e211-b576-00155d01e500";"SERVICIO NACIONAL DEL CONSUMIDOR (SERNAC)";26-10-2010;0,973600
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"39583745-a109-e211-b576-00155d01e500";"SERVICIO REGISTRO CIVIL E IDENTIFICACIÓN";21-10-2010;0,992700
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"87583745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE AGRICULTURA";21-10-2010;0,972900
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"49583745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE AVIACIÓN";22-10-2010;0,866100
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"9f583745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE BIENES NACIONALES";29-10-2010;0,913000
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"4b583745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE CARABINEROS";22-10-2010;0,863900
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"ab573745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)";26-10-2010;0,987200
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"c5573745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE ECONOMÍA";26-10-2010;0,997200
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"f7573745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE EDUCACIÓN";29-10-2010;0,936200
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"ab5f3745-a109-e211-b576-00155d01e500";"SUBSECRETARIA DE ENERGÍA";26-10-2010;0,980500
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"45583745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE GUERRA";22-10-2010;0,930200
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"dd573745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE HACIENDA";21-10-2010;1,000000
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"4d583745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE INVESTIGACIONES";22-10-2010;0,953900
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"2b583745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE JUSTICIA";21-10-2010;1,000000
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"47583745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE MARINA";22-10-2010;0,916700
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"05593745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE MINERÍA";26-10-2010;0,956900
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"6b583745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE OBRAS PÚBLICAS";26-10-2010;0,970300
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"c9573745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE PESCA";26-10-2010;0,956800
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"43593745-a109-e211-b576-00155d01e500";"SUBSECRETARIA DE PLANIFICACIÓN";28-10-2010;0,937600
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"a3583745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE PREVISIÓN SOCIAL";28-10-2010;0,936000
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"bb583745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE REDES ASISTENCIALES";21-10-2010;0,939500
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"bb573745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE RELACIONES EXTERIORES";21-10-2010;0,932000
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"b7583745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE SALUD PÚBLICA ";22-10-2010;0,893300
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"37593745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DE TELECOMUNICACIONES";29-10-2010;0,987900
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"33593745-a109-e211-b576-00155d01e500";"SUBSECRETARIA DE TRANSPORTES";29-10-2010;0,977400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"0f593745-a109-e211-b576-00155d01e500";"SUBSECRETARIA DE VIVIENDA Y URBANISMO";26-10-2010;0,955300
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"a9573745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DEL INTERIOR";26-10-2010;0,953600
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"a5583745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA DEL TRABAJO";28-10-2010;0,958100
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"3b593745-a109-e211-b576-00155d01e500";"SUBSECRETARIA GENERAL DE GOBIERNO";26-10-2010;0,919300
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"4f593745-a109-e211-b576-00155d01e500";"SUBSECRETARÍA GENERAL DE LA PRESIDENCIA";26-10-2010;0,933600
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"e7573745-a109-e211-b576-00155d01e500";"SUPERINTENDENCIA DE BANCOS E INSTITUCIONES FINANCIERAS";21-10-2010;0,887700
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"e9573745-a109-e211-b576-00155d01e500";"SUPERINTENDENCIA DE CASINOS";21-10-2010;0,895700
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"cf573745-a109-e211-b576-00155d01e500";"SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES (SEC)";26-10-2010;0,964300
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"b3583745-a109-e211-b576-00155d01e500";"SUPERINTENDENCIA DE PENSIONES (SP)";28-10-2010;0,948700
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"35583745-a109-e211-b576-00155d01e500";"SUPERINTENDENCIA DE QUIEBRAS";21-10-2010;0,985200
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"c3583745-a109-e211-b576-00155d01e500";"SUPERINTENDENCIA DE SALUD";21-10-2010;0,989000
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"b1583745-a109-e211-b576-00155d01e500";"SUPERINTENDENCIA DE SEGURIDAD SOCIAL";28-10-2010;0,938100
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"83583745-a109-e211-b576-00155d01e500";"SUPERINTENDENCIA DE SERVICIOS SANITARIOS";26-10-2010;0,881400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"e5573745-a109-e211-b576-00155d01e500";"SUPERINTENDENCIA DE VALORES Y SEGUROS";21-10-2010;1,000000
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"e3573745-a109-e211-b576-00155d01e500";"TESORERIA GENERAL DE LA REPUBLICA";21-10-2010;0,972400
16;"Poceso de Fiscalizacion a las 267  OAC 2010";"f5573745-a109-e211-b576-00155d01e500";"UNIDAD DE ANÁLISIS FINANCIERO";21-10-2010;0,965900
19;"Poceso de Fiscalizacion a las 267  OAC 2010";"a75c3745-a109-e211-b576-00155d01e500";"GOBERNACIÓN PROVINCIAL DE ANTOFAGASTA";22-10-2010;0,849100
19;"Poceso de Fiscalizacion a las 267  OAC 2010";"db5c3745-a109-e211-b576-00155d01e500";"GOBERNACIÓN PROVINCIAL DE ARAUCO";26-10-2010;0,790100
19;"Poceso de Fiscalizacion a las 267  OAC 2010";"9f5c3745-a109-e211-b576-00155d01e500";"GOBERNACIÓN PROVINCIAL DE ARICA";22-10-2010;0,829200
19;"Poceso de Fiscalizacion a las 267  OAC 2010";"ef5c3745-a109-e211-b576-00155d01e500";"GOBERNACIÓN PROVINCIAL DE AYSÉN";26-10-2010;0,816300
19;"Poceso de Fiscalizacion a las 267  OAC 2010";"d75c3745-a109-e211-b576-00155d01e500";"GOBERNACIÓN PROVINCIAL DE BÍO-BÍO";22-10-2010;0,882800
19;"Poceso de Fiscalizacion a las 267  OAC 2010";"c75c3745-a109-e211-b576-00155d01e500";"GOBERNACIÓN PROVINCIAL DE CACHAPOAL";22-10-2010;0,892900
19;"Poceso de Fiscalizacion a las 267  OAC 2010";"075d3745-a109-e211-b576-00155d01e500";"GOBERNACIÓN PROVINCIAL DE CAPITÁN PRAT";22-10-2010;0,849700
19;"Poceso de Fiscalizacion a las 267  OAC 2010";"cb5c3745-a109-e211-b576-00155d01e500";"GOBERNACIÓN PROVINCIAL DE CARDENAL CARO";22-10-2010;0,797600
19;"Poceso de Fiscalizacion a las 267  OAC 2010";"d35c3745-a109-e211-b576-00155d01e500";"GOBERNACIÓN PROVINCIAL DE CAUQUENES";22-10-2010;0,752400
19;"Poceso de Fiscalizacion a las 267  OAC 2010";"df5c3745-a109-e211-b576-00155d01e500";"GOBERNACIÓN PROVINCIAL DE CAUTÍN";22-10-2010;0,888500
19;"Poceso de Fiscalizacion a las 267  OAC 2010";"fb5c3745-a109-e211-b576-00155d01e500";"GOBERNACIÓN PROVINCIAL DE CHACABUCO";22-10-2010;0,826900
